"ENSEMBL","SYMBOL","GENENAME","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000287243","THCAT155","thyroid cancer-associated transcript 155",111.037590448596,1.86814758509869,0.289888170811754,6.44437329011199,1.16079064835467e-10,6.89509645122676e-08
"ENSG00000109971","HSPA8","heat shock protein family A (Hsp70) member 8",31575.6611869004,0.527856439375817,0.0820917883816337,6.43007601347266,1.27540149317242e-10,7.27284947466643e-08
"ENSG00000275895","LOC102724594","U2 small nuclear RNA auxiliary factor 1 like 5",2252.48586399292,0.451956881708457,0.0709040472297598,6.37420428546091,1.83915308509036e-10,1.00842178388647e-07
"ENSG00000142798","HSPG2","heparan sulfate proteoglycan 2",3115.71531163396,-0.623019953543507,0.0980400617632818,-6.35474868475493,2.08767650609196e-10,1.10229319521655e-07
"ENSG00000154134","ROBO3","roundabout guidance receptor 3",150.818685603952,1.65501644850127,0.261784492898507,6.32205685744309,2.5810436862259e-10,1.31411995681559e-07
"ENSG00000182175","RGMA","repulsive guidance molecule BMP co-receptor a",10841.5556345456,0.470262859962784,0.0748041537077493,6.28658753095508,3.24520078392803e-10,1.5952959439889e-07
"ENSG00000133056","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",4807.14833800737,0.460415203826371,0.0734586380554451,6.26767955429365,3.66467945398565e-10,1.74145567653398e-07
"ENSG00000099194","SCD","stearoyl-CoA desaturase",17611.8810024152,0.463670794051002,0.0748230279165347,6.19689963052856,5.75861966050319e-10,2.64822199613334e-07
"ENSG00000178662","CSRNP3","cysteine and serine rich nuclear protein 3",1118.77868981393,-0.559615123816606,0.0906985091944212,-6.17005867888099,6.82646539545249e-10,3.04119033367408e-07
"ENSG00000168016","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1",1368.79888864311,-0.682865193288853,0.111258775890204,-6.13762993368489,8.37617039875091e-10,3.6185056122604e-07
"ENSG00000242082","SLC5A4-AS1","SLC5A4 antisense RNA 1",651.366942164302,-0.851101338888435,0.138798428018101,-6.13192347378343,8.68228683228188e-10,3.64043179650031e-07
"ENSG00000128610","FEZF1","FEZ family zinc finger 1",3240.85754697532,-0.575050331853887,0.0944072759996507,-6.09116538704087,1.12091673704741e-09,4.43883027870774e-07
"ENSG00000102786","INTS6","integrator complex subunit 6",2535.22158110461,-0.36401788615244,0.0597239270133296,-6.0950092258869,1.09431140020474e-09,4.43883027870774e-07
"ENSG00000167614","TTYH1","tweety family member 1",7913.80873741408,0.490694378909894,0.080682402172359,6.08180180185564,1.188394164766e-09,4.57885059808217e-07
"ENSG00000120885","CLU","clusterin",6538.53080212312,0.462074768825967,0.0763579709789036,6.05142806837587,1.43567388457208e-09,5.28644085451214e-07
"ENSG00000263465","SRSF8","serine and arginine rich splicing factor 8",805.195714594196,0.673301083372293,0.111284824783667,6.0502506490095,1.44620646272428e-09,5.28644085451214e-07
"ENSG00000166165","CKB","creatine kinase B",4738.51545916466,0.595868924544103,0.0988338887488839,6.0289940230732,1.64983388748686e-09,5.88000797500315e-07
"ENSG00000160208","RRP1B","ribosomal RNA processing 1B",4164.22017069855,0.293972166737715,0.0494274777913589,5.94754537099015,2.72193333514061e-09,9.4643613721377e-07
"ENSG00000139438","FAM222A","family with sequence similarity 222 member A",422.421684978703,-0.895422375959249,0.151362536243151,-5.91574638073471,3.30373953538602e-09,1.12063793051077e-06
"ENSG00000108821","COL1A1","collagen type I alpha 1 chain",212.15991805569,-0.926480766633649,0.156712374359016,-5.91198219300254,3.38015088467754e-09,1.12063793051077e-06
"ENSG00000189127","ANKRD34B","ankyrin repeat domain 34B",245.138041886861,1.18932433390201,0.201775895969572,5.89428349797224,3.7631062401789e-09,1.21924642181796e-06
"ENSG00000086061","DNAJA1","DnaJ heat shock protein family (Hsp40) member A1",8330.52138288855,0.403774068159007,0.0691064730498258,5.8427821640946,5.13361293107485e-09,1.62632857656451e-06
"ENSG00000120437","ACAT2","acetyl-CoA acetyltransferase 2",2295.31686318346,0.437593348299283,0.0755082448001998,5.79530552533947,6.81969132402088e-09,2.10675295533835e-06
"ENSG00000173068","BNC2","basonuclin zinc finger protein 2",132.761750381828,-1.59691549393222,0.275699451475833,-5.79223311973908,6.94566420460875e-09,2.10675295533835e-06
"ENSG00000166598","HSP90B1","heat shock protein 90 beta family member 1",17081.4274797208,0.325321084455345,0.0562557508428021,5.78289471887779,7.34260197577945e-09,2.1807527868065e-06
"ENSG00000158292","GPR153","G protein-coupled receptor 153",1751.98134331641,0.453706240838138,0.0788567221381637,5.75355186642435,8.73876206494965e-09,2.48778839437929e-06
"ENSG00000107679","PLEKHA1","pleckstrin homology domain containing A1",1892.64017955873,-0.519169425794937,0.0902169512642692,-5.75467712574495,8.6807545321688e-09,2.48778839437929e-06
"ENSG00000180616","SSTR2","somatostatin receptor 2",93.003187891724,1.76913448452536,0.30765076797237,5.75046341078611,8.89991639403367e-09,2.48778839437929e-06
"ENSG00000135829","DHX9","DExH-box helicase 9",12569.2877304184,0.288841021727935,0.050312214309858,5.74097216133341,9.41345667374743e-09,2.49794083976139e-06
"ENSG00000173673","HES3","hes family bHLH transcription factor 3",198.723845011652,2.26589201785478,0.394415431163874,5.74493754255102,9.19549217098209e-09,2.49794083976139e-06
"ENSG00000100968","NFATC4","nuclear factor of activated T cells 4",1283.97700670905,-0.475289490494437,0.0828015609625724,-5.7401030242567,9.46189712030831e-09,2.49794083976139e-06
"ENSG00000143514","TP53BP2","tumor protein p53 binding protein 2",2419.48464454904,0.314116428972116,0.0547612121910766,5.73611168204384,9.68747946257631e-09,2.51099467669978e-06
"ENSG00000149571","KIRREL3","kirre like nephrin family adhesion molecule 3",182.792689803873,-1.21501980530117,0.212407088480074,-5.72024132525665,1.06372859788809e-08,2.66044120903379e-06
"ENSG00000169604","ANTXR1","ANTXR cell adhesion molecule 1",1171.47891198487,0.598402702697857,0.104602002947476,5.72075759388979,1.06050110813763e-08,2.66044120903379e-06
"ENSG00000179218","CALR","calreticulin",19081.1136890869,0.379754665019053,0.0665230051442088,5.70862161436963,1.13894782092557e-08,2.79945519570946e-06
"ENSG00000128917","DLL4","delta like canonical Notch ligand 4",34.2482824161191,2.85853429116049,0.50177986982585,5.6967894948687,1.22084509915428e-08,2.9498928361938e-06
"ENSG00000171488","LRRC8C","leucine rich repeat containing 8 VRAC subunit C",1372.3583913254,0.680707156403918,0.119625449041647,5.69032059530184,1.26801073884328e-08,3.01279351549164e-06
"ENSG00000141076","UTP4","UTP4 small subunit processome component",1426.57702098339,0.377086999139828,0.0667450740813822,5.64966035815687,1.60765155379747e-08,3.75716074605521e-06
"ENSG00000170549","IRX1","iroquois homeobox 1",48.5739088720818,2.61047174693636,0.464042825525029,5.62549748287307,1.84974103794756e-08,4.25321100596458e-06
"ENSG00000067225","PKM","pyruvate kinase M1/2",24630.3350869313,0.299385952283213,0.0533688050361477,5.60975558812744,2.02612558755991e-08,4.58483275813557e-06
"ENSG00000115474","KCNJ13","potassium inwardly rectifying channel subfamily J member 13",516.983781930956,-0.537985047426197,0.0960513387816927,-5.60101560529979,2.13099549361354e-08,4.67376488568532e-06
"ENSG00000079739","PGM1","phosphoglucomutase 1",487.553690257823,0.709259474193251,0.126602010630057,5.60227654097669,2.11554677464017e-08,4.67376488568532e-06
"ENSG00000129566","TEP1","telomerase associated protein 1",369.978991166073,-0.64461415775678,0.115187135349255,-5.59623395270893,2.19058054986913e-08,4.73165398771733e-06
"ENSG00000105856","HBP1","HMG-box transcription factor 1",1130.30408827156,-0.527035355766485,0.0942654773930367,-5.59096893520232,2.25805980966415e-08,4.80461203680181e-06
"ENSG00000148400","NOTCH1","notch receptor 1",4772.64339714922,-0.556584233398732,0.100123127602544,-5.55899767342657,2.71328313919294e-08,5.60587890323688e-06
"ENSG00000179820","MYADM","myeloid associated differentiation marker",2340.34772567273,-0.325211316140614,0.0584860971988331,-5.56048927380134,2.6901938684759e-08,5.60587890323688e-06
"ENSG00000004864","SLC25A13","solute carrier family 25 member 13",2397.76292881932,0.33538353836983,0.0604676783393844,5.5464927309998,2.91456738773369e-08,5.9357246685045e-06
"ENSG00000160818","GPATCH4","G-patch domain containing 4 (gene/pseudogene)",758.299206140102,0.551858338201979,0.0996310522798042,5.53901946806843,3.04169833990605e-08,6.10738753995785e-06
"ENSG00000115828","QPCT","glutaminyl-peptide cyclotransferase",495.670792490791,0.736026616882914,0.133154808872373,5.52760071615877,3.24639863057211e-08,6.42786928853278e-06
"ENSG00000120694","HSPH1","heat shock protein family H (Hsp110) member 1",4837.67296388789,0.500905825548714,0.0908597874214661,5.51295396747068,3.52860546008228e-08,6.89093142999082e-06
"ENSG00000115758","ODC1","ornithine decarboxylase 1",18097.4451522029,0.288759938141333,0.052477261925808,5.50257249605705,3.74289237380149e-08,7.21063157850191e-06
"ENSG00000113594","LIFR","LIF receptor subunit alpha",131.668916485721,0.96487766908758,0.175759646002921,5.48975655692631,4.02488097824036e-08,7.65049376343927e-06
"ENSG00000189077","TMEM120A","transmembrane protein 120A",266.039503797299,0.886729384241149,0.162612658454545,5.4530157287172,4.95226869728564e-08,9.28941349322421e-06
"ENSG00000107249","GLIS3","GLIS family zinc finger 3",1260.01792127666,-0.457882604111313,0.0843865547923098,-5.4260137202928,5.76265312565364e-08,1.06691406440673e-05
"ENSG00000119686","FLVCR2","FLVCR choline and putative heme transporter 2",126.271467914111,1.12927580694714,0.208381335811042,5.41927520788694,5.98411397683802e-08,1.09371190838209e-05
"ENSG00000171617","ENC1","ectodermal-neural cortex 1",1607.21466519662,0.501545593604292,0.0926446797429902,5.41364701130872,6.17538480735978e-08,1.10045357267151e-05
"ENSG00000163938","GNL3","G protein nucleolar 3",2353.94495402919,0.307473921571537,0.056792801923654,5.41395936028778,6.1646163327755e-08,1.10045357267151e-05
"ENSG00000134824","FADS2","fatty acid desaturase 2",8385.28451822283,0.361505052837695,0.0669960410300187,5.39591664342847,6.81745938344017e-08,1.19987285148547e-05
"ENSG00000127948","POR","cytochrome p450 oxidoreductase",2177.1017318297,0.582191593966217,0.108027685088148,5.38928140032957,7.073996690955e-08,1.2015393784029e-05
"ENSG00000134532","SOX5","SRY-box transcription factor 5",1856.243369798,-0.47587079501705,0.0883367677521683,-5.38700709937816,7.16406054743593e-08,1.2015393784029e-05
"ENSG00000117450","PRDX1","peroxiredoxin 1",7001.47076025249,0.343599702454862,0.0637654349001151,5.38849461299983,7.10502921583755e-08,1.2015393784029e-05
"ENSG00000140451","PIF1","PIF1 5'-to-3' DNA helicase",323.224238705278,-0.64990052869492,0.120549078356509,-5.39116961784575,7.00005614697568e-08,1.2015393784029e-05
"ENSG00000160285","LSS","lanosterol synthase",1569.506664812,0.362583825257062,0.0676159930641234,5.36239739780509,8.21246174562269e-08,1.3613587749488e-05
"ENSG00000168916","ZNF608","zinc finger protein 608",7464.32309277724,-0.293131253681143,0.0547557544548346,-5.35343283276159,8.63010790430261e-08,1.41414733659469e-05
"ENSG00000176887","SOX11","SRY-box transcription factor 11",22670.4995947444,-0.281710460487395,0.0527032675539629,-5.34521811572596,9.03082385662116e-08,1.46299346477263e-05
"ENSG00000136450","SRSF1","serine and arginine rich splicing factor 1",12524.140391214,0.391056822947659,0.0732330561365347,5.33989489962809,9.30004807077257e-08,1.48967961007791e-05
"ENSG00000090006","LTBP4","latent transforming growth factor beta binding protein 4",1334.61509477253,-0.560778432028856,0.105104733969255,-5.3354250646112,9.53209896819986e-08,1.50988447656286e-05
"ENSG00000198838","RYR3","ryanodine receptor 3",142.361764628425,-1.08501586613957,0.203554328484701,-5.33035025202678,9.80235318042385e-08,1.53563018615519e-05
"ENSG00000163638","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9",5859.62016887117,-0.408836167198644,0.0768097183940563,-5.32271404903733,1.02230380427625e-07,1.58412641671329e-05
"ENSG00000136960","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2",529.773699008213,0.751201088343914,0.141249196292803,5.31826805433079,1.04759655693924e-07,1.60586414147589e-05
"ENSG00000108551","RASD1","ras related dexamethasone induced 1",176.846187361574,1.07291657714449,0.201832689168169,5.31587118799438,1.06148224035415e-07,1.60983944877539e-05
"ENSG00000150893","FREM2","FRAS1 related extracellular matrix 2",2237.03210906665,-0.578782955875151,0.109091911784772,-5.30546166444527,1.12388186640722e-07,1.68653261973698e-05
"ENSG00000261069",NA,NA,3145.71975693003,-0.412279661364846,0.0778417299494976,-5.2963835931232,1.18118577040686e-07,1.75406086905418e-05
"ENSG00000111783","RFX4","regulatory factor X4",411.163554198515,2.47388462419905,0.467818001394223,5.28813473792418,1.23569945469837e-07,1.81609602331752e-05
"ENSG00000136040","PLXNC1","plexin C1",1348.57174347652,0.501949710141249,0.0949578727738533,5.2860252181161,1.25002668998602e-07,1.81840617269803e-05
"ENSG00000181449","SOX2","SRY-box transcription factor 2",16779.9490398993,-0.265550704797559,0.0503293989411285,-5.27625424472444,1.3185112915934e-07,1.89865625989449e-05
"ENSG00000198756","COLGALT2","collagen beta(1-O)galactosyltransferase 2",692.813107061633,-0.574831824852332,0.109173725611999,-5.26529457183929,1.39964750020901e-07,1.99533747629796e-05
"ENSG00000169299","PGM2","phosphoglucomutase 2",966.602485609161,0.534176159030282,0.101696446577225,5.25265313596424,1.4992372025394e-07,2.08068896118593e-05
"ENSG00000130638","ATXN10","ataxin 10",5686.4712456148,0.228951001636514,0.0436017132589003,5.25096342607086,1.51305723550551e-07,2.08068896118593e-05
"ENSG00000152795","HNRNPDL","heterogeneous nuclear ribonucleoprotein D like",8882.0153155225,0.390831721870275,0.0743749442565223,5.25488423254853,1.48117610481191e-07,2.08068896118593e-05
"ENSG00000171552","BCL2L1","BCL2 like 1",1522.17634629972,0.354895808900669,0.0675943735213459,5.25037500034814,1.51789879323328e-07,2.08068896118593e-05
"ENSG00000155090","KLF10","KLF transcription factor 10",1236.74560521042,-0.559018833388332,0.106538588436969,-5.24710193357839,1.54510420178521e-07,2.0816397694233e-05
"ENSG00000122756","CNTFR","ciliary neurotrophic factor receptor",1184.32643239418,-0.472899123616918,0.090131285082779,-5.24678110583462,1.54779612485178e-07,2.0816397694233e-05
"ENSG00000159593","NAE1","NEDD8 activating enzyme E1 subunit 1",3312.44275291117,0.281820284649756,0.0537615426463502,5.24204237411123,1.58808886785135e-07,2.11586868225129e-05
"ENSG00000100345","MYH9","myosin heavy chain 9",13214.1833045554,-0.226523375985546,0.0433224121501853,-5.22878031814711,1.70631969435796e-07,2.2140445453906e-05
"ENSG00000155438","NIFK","nucleolar protein interacting with the FHA domain of MKI67",1201.71273856746,0.441176989395374,0.0843524952630456,5.23015932154234,1.69364014829993e-07,2.2140445453906e-05
"ENSG00000112531","QKI","QKI, KH domain containing RNA binding",8055.52291144937,0.380094772794935,0.0726959011837041,5.22855851025805,1.7083677047767e-07,2.2140445453906e-05
"ENSG00000122034","GTF3A","general transcription factor IIIA",1088.36321327129,0.375908000465206,0.071979172153655,5.22245517998942,1.7656630165411e-07,2.2676839607036e-05
"ENSG00000274276","LOC102724560","cystathionine beta-synthase like",2865.76424003789,0.490233857836228,0.0940191654834133,5.21419069522282,1.84621471515748e-07,2.34996758743616e-05
"ENSG00000148700","ADD3","adducin 3",5308.94675975907,-0.356333571431643,0.0687649460186803,-5.1819072370804,2.19628444144664e-07,2.77081690241268e-05
"ENSG00000138083","SIX3","SIX homeobox 3",917.483490810321,-0.642943036770819,0.124279219206672,-5.17337525030333,2.299026380883e-07,2.83787873346127e-05
"ENSG00000166794","PPIB","peptidylprolyl isomerase B",2561.64673375366,0.425020402183547,0.0821376369475443,5.17449025779715,2.28534033606422e-07,2.83787873346127e-05
"ENSG00000276043","UHRF1","ubiquitin like with PHD and ring finger domains 1",7005.68212964165,0.319013354700581,0.0616742465875455,5.17255373760824,2.30916058558857e-07,2.83787873346127e-05
"ENSG00000023171","GRAMD1B","GRAM domain containing 1B",1374.59603278215,-0.468334434339366,0.0907002898355288,-5.16353845383096,2.42324771721962e-07,2.95263414159683e-05
"ENSG00000179915","NRXN1","neurexin 1",751.837688168724,-0.503460884064053,0.0978253932554559,-5.1465255319684,2.65355362105505e-07,3.20585257811532e-05
"ENSG00000057704","TMCC3","transmembrane and coiled-coil domain family 3",681.314429310011,-0.451137450090878,0.0880023787945527,-5.12642335662412,2.95298187006846e-07,3.53762265039462e-05
"ENSG00000157193","LRP8","LDL receptor related protein 8",946.471324461875,0.39421420174635,0.0771001192603324,5.11301675702039,3.17054160646722e-07,3.76660342848305e-05
"ENSG00000164076","CAMKV","CaM kinase like vesicle associated",818.465961092975,0.69857725281135,0.136731308769026,5.10912430445193,3.23655374304207e-07,3.81324877362047e-05
"ENSG00000166226","CCT2","chaperonin containing TCP1 subunit 2",8209.86418929456,0.27452437701986,0.0537731100330461,5.10523525329207,3.3038323741255e-07,3.86060937094533e-05
"ENSG00000132872","SYT4","synaptotagmin 4",88.5195219453761,3.78028275853979,0.740745931066997,5.10334596518746,3.33700141066989e-07,3.86766602524471e-05
"ENSG00000161547","SRSF2","serine and arginine rich splicing factor 2",6532.87220462987,0.346793173716414,0.0680234791752339,5.09813931779418,3.43008342354295e-07,3.91309582680902e-05
"ENSG00000179542","SLITRK4","SLIT and NTRK like family member 4",433.015195308727,-0.79420899421132,0.155785796920443,-5.09808345761397,3.43109552715437e-07,3.91309582680902e-05
"ENSG00000164934","DCAF13","DDB1 and CUL4 associated factor 13",2237.26307896811,0.38871158548045,0.076269656367818,5.09654302893211,3.45911966937647e-07,3.9137468259231e-05
"ENSG00000170854","RIOX2","ribosomal oxygenase 2",412.597214453779,0.598362755116493,0.117702537282825,5.08368612036544,3.70179487833133e-07,4.12287404574151e-05
"ENSG00000143333","RGS16","regulator of G protein signaling 16",354.050323966254,-0.717228563640381,0.141082496170754,-5.08375300343645,3.70049093550474e-07,4.12287404574151e-05
"ENSG00000156675","RAB11FIP1","RAB11 family interacting protein 1",1354.14385808442,-0.584903421122831,0.115481346269493,-5.06491688932923,4.08578565677204e-07,4.51526824208854e-05
"ENSG00000106537","TSPAN13","tetraspanin 13",690.381676449004,0.545454577892157,0.107772274697229,5.0611771851762,4.16675758321461e-07,4.56933046971596e-05
"ENSG00000151967","SCHIP1","schwannomin interacting protein 1",488.787827005219,-0.679927569090809,0.134583324916136,-5.05209370859652,4.36993198765638e-07,4.75555346687247e-05
"ENSG00000137642","SORL1","sortilin related receptor 1",3591.84951731221,-0.510633427594275,0.101243127109236,-5.04363547604895,4.56769097115068e-07,4.93310624884274e-05
"ENSG00000082153","BZW1","basic leucine zipper and W2 domains 1",10835.3129745144,0.28305479351997,0.0561878437554825,5.03765182290611,4.7127771329538e-07,5.05153013589393e-05
"ENSG00000179041","RRS1","ribosome biogenesis regulator 1 homolog",634.269119915654,0.571358465223361,0.113722387088036,5.02415117949516,5.05663943696337e-07,5.3796605830858e-05
"ENSG00000136811","ODF2","outer dense fiber of sperm tails 2",1410.25922557964,0.341608810409064,0.0681492961648767,5.01265353618025,5.36845082448007e-07,5.65727483833021e-05
"ENSG00000254122","PCDHGB7","protocadherin gamma subfamily B, 7",1258.93074492826,-0.432204566763531,0.0862402331048499,-5.01163495509181,5.39695130480435e-07,5.65727483833021e-05
"ENSG00000065548","ZC3H15","zinc finger CCCH-type containing 15",2346.21398012427,0.310240799946979,0.062259442552524,4.98303208682363,6.25955657001623e-07,6.51359404833222e-05
"ENSG00000175387","SMAD2","SMAD family member 2",6622.36792749489,-0.42991167023922,0.0863353596483132,-4.97955498176487,6.37306461609738e-07,6.58365283819452e-05
"ENSG00000130222","GADD45G","growth arrest and DNA damage inducible gamma",86.2645182572377,1.22158243558914,0.246171629934404,4.96232013378087,6.96560617266715e-07,7.10535460122212e-05
"ENSG00000126822","PLEKHG3","pleckstrin homology and RhoGEF domain containing G3",3694.199475815,-0.351544849566187,0.0708476731633527,-4.96198158485226,6.9777612526031e-07,7.10535460122212e-05
"ENSG00000120594","PLXDC2","plexin domain containing 2",2046.84765980868,-0.352695740009362,0.0711381617955163,-4.95789785829962,7.1260008134127e-07,7.20484167347598e-05
"ENSG00000100628","ASB2","ankyrin repeat and SOCS box containing 2",24.4238101194357,2.25204130680497,0.454501009163,4.95497537167692,7.23394513600906e-07,7.26247337034825e-05
"ENSG00000169258","GPRIN1","G protein regulated inducer of neurite outgrowth 1",355.246577651215,0.654659247125803,0.132393713975478,4.94479101362064,7.62255933329524e-07,7.54633373996229e-05
"ENSG00000132970","WASF3","WASP family member 3",7632.23730177054,0.443156587174653,0.0895986993435013,4.94601585091866,7.57477937696697e-07,7.54633373996229e-05
"ENSG00000132382","MYBBP1A","MYB binding protein 1a",1522.16628100499,0.394637704206742,0.0800831117644062,4.92785177189059,8.31386503559904e-07,8.17396275499999e-05
"ENSG00000178403","NEUROG2","neurogenin 2",32.6519885336781,1.79912171905105,0.365518480346901,4.9221087736619,8.56166016823518e-07,8.35993338070964e-05
"ENSG00000134769","DTNA","dystrobrevin alpha",759.355854825938,-0.476860565656106,0.0969974026029161,-4.91621994877799,8.82312643566821e-07,8.55663200455007e-05
"ENSG00000139842","CUL4A","cullin 4A",2342.38864212287,0.288012197151073,0.0587399466965505,4.90317430213103,9.43002380041482e-07,9.02244424823582e-05
"ENSG00000103222","ABCC1","ATP binding cassette subfamily C member 1 (ABCC1 blood group)",2874.9898915114,-0.433371708323765,0.0883766059489441,-4.9036925968183,9.40516371665369e-07,9.02244424823582e-05
"ENSG00000227057","WDR46","WD repeat domain 46",1280.55079111717,0.365039558120567,0.074598988593749,4.89335800661451,9.91298425019166e-07,9.42130023138216e-05
"ENSG00000124635","H2BC11","H2B clustered histone 11",3313.60860732261,-0.361221195115208,0.0738866689596277,-4.88885478532782,1.0142427509075e-06,9.55330713464936e-05
"ENSG00000100304","TTLL12","tubulin tyrosine ligase like 12",1728.05792855938,0.368463306665381,0.0753810071555734,4.88801251892185,1.01859054746542e-06,9.55330713464936e-05
"ENSG00000181274","FRAT2","FRAT regulator of WNT signaling pathway 2",558.621075959959,0.710261760361761,0.145724592942012,4.87400064753926,1.09360630590518e-06,0.000101236698032365
"ENSG00000072071","ADGRL1","adhesion G protein-coupled receptor L1",5284.70032627438,-0.236491857886444,0.0485093561276335,-4.87518031087051,1.08709113501561e-06,0.000101236698032365
"ENSG00000151320","AKAP6","A-kinase anchoring protein 6",969.370419489476,0.590453857097644,0.121176754094674,4.87266606131678,1.10102240507095e-06,0.000101265647785106
"ENSG00000165732","DDX21","DExD-box helicase 21",4396.25301285457,0.298526395669846,0.0612909572462147,4.87064338823461,1.11235443413165e-06,0.000101652082134493
"ENSG00000106003","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",8512.68371393171,0.329425265718897,0.0679732789734764,4.846393622521,1.25725951675046e-06,0.000113439820701231
"ENSG00000069702","TGFBR3","transforming growth factor beta receptor 3",729.139287808864,0.559575636060007,0.115444420750108,4.84714317438752,1.25252036570484e-06,0.000113439820701231
"ENSG00000163508","EOMES","eomesodermin",116.844936899251,4.65451060504245,0.962288180679077,4.83691964475528,1.31866704946973e-06,0.000118232185265664
"ENSG00000087303","NID2","nidogen 2",664.235693019032,-0.570393352380824,0.118009056024089,-4.83347101992231,1.34172818824098e-06,0.000119547981572271
"ENSG00000173517","PEAK1","pseudopodium enriched atypical kinase 1",2448.18586813492,-0.383273813502336,0.0795807170941258,-4.8161643611355,1.46343995491923e-06,0.00012958260867906
"ENSG00000112290","WASF1","WASP family member 1",2200.44299474304,0.493791561964609,0.102647324161928,4.81056438632188,1.50504710272151e-06,0.000130105915822024
